id,name,lat,lng,vicinity,kecamatan,kabupaten,rating,user_ratings_total,price,jenis_sepakbola,jenis_badminton,jenis_tenis,jenis_voli,jenis_futsal,jenis_basket,fasilitas_wifi,fasilitas_parkir_motor,fasilitas_parkir_mobil,fasilitas_wc,fasilitas_kantin,fasilitas_mushola
V349,Lapangan Voli Lembah Perkasa,-7.8802195,110.0450673,"429W+W28, Jl. Purworejo - Jogja, Sindutan A, Sindutan, Kabupaten Kulon Progo",Sindutan,Kulon Progo,5,63,82000,0,0,0,1,0,0,0,0,0,0,0,0
V902,Lapangan Bola Voli Jetis,-7.9079869,110.1079792,"34R5+R55, RT.15/RW.06, Jetis, Sogan, Kulon Progo Regency",Sogan,Kulon Progo,0,0,30000,0,0,0,1,0,0,0,1,0,0,0,1
S427,Lapangan Girigondo,-7.8756514,110.0922543,"Jl. Girigondo Kalurahan, Girigondo, Kaligintung, Kabupaten Kulon Progo",Kaligintung,Kulon Progo,4.3,11,63000,1,0,0,0,0,0,1,1,1,1,1,1
S354,Lapangan Satrad,-7.8901312,110.0417494,"425R+WMX, Kledekan Lor, Jangkaran, Kabupaten Kulon Progo",Jangkaran,Kulon Progo,4.5,2,71000,1,0,0,0,0,0,1,0,0,0,0,1
V690,Lapangan Volly Kalidengen,-7.8943442,110.0800094,"434J+726, Dusun I, Temon, Wates, Kadilangu Kidul, Temon Kulon, Kabupaten Kulon Progo",Temon Kulon,Kulon Progo,5,1,84000,0,0,0,1,0,0,1,1,1,0,1,1
V401,Lapang Volly Kriyan,-7.919031,110.1054864,"34J4+C4P, Krian, Karangwuni, Kulon Progo Regency",Karangwuni,Kulon Progo,0,0,35000,0,0,0,1,0,0,1,0,0,0,1,0
S89,Lapangan Kuwirun,-7.9061352,110.1213017,"34VC+GGV, Kuwirun, Kulwaru, Kulon Progo Regency",Kulwaru,Kulon Progo,5,1,85000,1,0,0,0,0,0,1,1,0,1,1,1
S133,Lapangan Tayuban,-7.9049116,110.1524176,"Jl. Ki Hadi Sugito, Tayuban, Kabupaten Kulon Progo",Tayuban,Kulon Progo,4.1,72,63000,1,0,0,0,0,0,0,0,1,0,1,0
S89,Lapangan Rt,-7.8652277,110.1582807,"Jl. Kolonel Sugiono No.19, Gadingan, Wates, Kabupaten Kulon Progo",Wates,Kulon Progo,0,0,30000,1,0,0,0,0,0,0,1,1,0,1,1
V79,Lapangan Voli Ds Ngulakan,-7.8699544,110.1198863,"44J9+2X6, Ngulakan, Hargorejo, Kabupaten Kulon Progo",Hargorejo,Kulon Progo,5,1,84000,0,0,0,1,0,0,1,1,1,0,1,1
S825,Garongan Village Field,-7.92299,110.1318525,"Unnamed Road, 55655, Trukan Kidul, Garongan, Kabupaten Kulon Progo",Garongan,Kulon Progo,4.3,49,63000,1,0,0,0,0,0,0,1,1,0,0,1
S377,Lapangan Giripeni,-7.8724191,110.1525937,"45H3+22P, Sideman, Giri Peni, Kulon Progo Regency",Giri Peni,Kulon Progo,4.6,35,71000,1,0,0,0,0,0,1,0,0,1,1,1
S720,Lapangan Ngestiharjo,-7.9017227,110.1362463,"34XP+8F9, Ngentak, Ngestiharjo, Kulon Progo Regency",Ngestiharjo,Kulon Progo,4.4,71,71000,1,0,0,0,0,0,1,0,0,0,1,0
V803,Lapangan Voli Toyan Pajangan Rt,-7.891704,110.1311136,"Klewonan RT 21/ 09, Kuwonan, Triharjo, Kabupaten Kulon Progo",Triharjo,Kulon Progo,5,1,82000,0,0,0,1,0,0,0,0,1,0,1,1
V126,Lapangan Voli Kopok Wetan,-7.8825054,110.1175362,"Jl. Kedundang No.16, Kosok Wetan, Tawangsari, Kabupaten Kulon Progo",Tawangsari,Kulon Progo,4.7,3,82000,0,0,0,1,0,0,1,1,1,1,1,0
S500,Lapangan Tawangsari,-7.8849278,110.1163088,"4488+2GF, Kosok Kidul, Tawangsari, Kabupaten Kulon Progo",Tawangsari,Kulon Progo,4.4,53,71000,1,0,0,0,0,0,1,1,0,1,0,0
S317,Lapangan Bendungan,-7.8940087,110.1450182,"Jl. KH. Wahid Hasyim No.19, Sanggrahan Kidul, Bendungan, Kabupaten Kulon Progo",Bendungan,Kulon Progo,4.3,122,57000,1,0,0,0,0,0,0,1,1,0,0,0
S909,Lapangan Serangrejo,-7.9097281,110.118301,"Jl. KH Mas Mansyur No.15, Serangrejo, Kulwaru, Kabupaten Kulon Progo",Kulwaru,Kulon Progo,3.6,19,50000,1,0,0,0,0,0,1,1,0,0,1,0
V932,Lapangan Voli Seworan,-7.8893381,110.1260988,"446G+7C9, Seworan, Triharjo, Kulon Progo Regency",Triharjo,Kulon Progo,4,4,68000,0,0,0,1,0,0,1,1,1,1,1,0
S560,Lapangan Panjatan,-7.9082117,110.1692482,"35R9+PM9, Jl. Panjatan II, Djenguk, Panjatan, Kabupaten Kulon Progo",Panjatan,Kulon Progo,4.5,8,75000,1,0,0,0,0,0,0,1,1,0,0,1
S655,Lapangan Kulwaru,-7.8942369,110.123309,"444F+883, Kulon, Kulwaru, Kulwaru Kulon, Kulwaru, Kabupaten Kulon Progo",Kulwaru,Kulon Progo,4.1,7,68000,1,0,0,0,0,0,0,1,1,1,0,1
S579,Lapangan Smp  Panjatan,-7.8974267,110.1654479,"4538+25G, Jalan, Dusun 1, Gotakan, Kulon Progo Regency",Gotakan,Kulon Progo,4.5,2,75000,1,0,0,0,0,0,0,1,0,0,0,0
S546,Lapangan Voli,-7.9067326,110.1411973,"34VR+8F4, Dukuh IX, Bojong, Kabupaten Kulon Progo",Bojong,Kulon Progo,5,2,84000,1,0,0,0,0,0,0,1,0,0,1,0
S214,Lapangan Karangwuni,-7.9121785,110.1140943,"34Q7+4JH, Karang Rejo, Karangwuni, Kulon Progo Regency",Karangwuni,Kulon Progo,4.5,8,75000,1,0,0,0,0,0,0,1,1,0,1,1
649,Lapangan Tenis Sportorium Cangkring,-7.8832154,110.1500302,"4582+P26, Desa Temonan, Bendungan, Kulon Progo Regency",Bendungan,Kulon Progo,0,0,35000,0,0,1,0,0,0,0,0,0,0,0,0
S917,Stadion Cerak Jaya,-7.8690133,110.1266041,"44JG+9JX, Josutan, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,4.5,2,71000,1,0,0,0,0,0,1,0,1,0,1,1
S706,Lapangan Sepak Bola Kalurahan Demangrejo,-7.881707,110.2056485,"4694+876, Jl. Sentolo - Brosot, Area Sawah, Demangrejo, Kabupaten Kulon Progo",Demangrejo,Kulon Progo,4.2,92,57000,1,0,0,0,0,0,0,1,1,1,0,0
S4,Lapangan Cangkring,-7.9243416,110.1884394,"35GQ+798, Maesan III Kulon, Wahyuharjo, Kabupaten Kulon Progo",Wahyuharjo,Kulon Progo,4.1,35,68000,1,0,0,0,0,0,1,1,1,1,1,0
S228,Lapangan Hudalinas,-7.8790953,110.1905262,"45CR+966, Dukuh X, Krembangan, Kabupaten Kulon Progo",Krembangan,Kulon Progo,4.3,4,63000,1,0,0,0,0,0,1,1,0,0,0,0
S526,Lapangan Desa Bumirejo,-7.916905,110.1954363,"35MW+65M, Cabean, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,3.9,10,55000,1,0,0,0,0,0,1,0,1,0,0,1
S973,Lap Japin QJan City,-7.8876726,110.1992779,"456X+WPJ, Kijan, Demangrejo, Kabupaten Kulon Progo",Demangrejo,Kulon Progo,3.9,15,50000,1,0,0,0,0,0,1,1,0,1,0,0
S115,Lapangan Ngipik,-7.9170053,110.195448,"35MW+55W, Cabean, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,5,2,84000,1,0,0,0,0,0,0,0,0,0,0,1
V655,Lapangan Voli Tempel,-7.9205134,110.2023121,"36H2+HRM, Tempel, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,0,0,35000,0,0,0,1,0,0,0,1,1,0,0,1
V306,Lapangan Voli,-7.878666,110.189249,"45CQ+GMQ, Dukuh X, Krembangan, Kabupaten Kulon Progo",Krembangan,Kulon Progo,5,1,84000,0,0,0,1,0,0,1,0,1,1,0,0
V708,Lapangan Volley Krembangan,-7.8861549,110.1839333,"457M+MG9, Dukuh VII, Krembangan, Kabupaten Kulon Progo",Krembangan,Kulon Progo,0,0,35000,0,0,0,1,0,0,0,1,0,1,1,1
S837,Lapangan Krembangan Xii,-7.8791863,110.1906459,"45CR+87C, Dukuh XII, Krembangan, Kabupaten Kulon Progo",Krembangan,Kulon Progo,5,2,84000,1,0,0,0,0,0,1,1,0,0,1,0
V726,Lapangan Voli Kepuh,-7.8927362,110.1832011,"454M+W74, Dukuh IV, Krembangan, Kabupaten Kulon Progo",Krembangan,Kulon Progo,5,1,85000,0,0,0,1,0,0,1,1,1,1,1,1
S433,Aan,-7.9153788,110.1862755,"35MP+RGR, Kalangan, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,0,0,35000,1,0,0,0,0,0,1,1,0,0,1,0
S195,Lapangan Desa Banaran,-7.9621459,110.2151116,"26Q8+42X, Area Sawah, Banaran, Kabupaten Kulon Progo",Banaran,Kulon Progo,4.6,60,71000,1,0,0,0,0,0,0,1,0,1,0,0
S589,Sidorejo Village Field,-7.9249978,110.244402,"36GV+2Q2, Ledok, Sidorejo, Kabupaten Kulon Progo",Sidorejo,Kulon Progo,4.4,81,75000,1,0,0,0,0,0,0,1,1,1,1,1
S664,Lapangan Sepak Bola Karangsewu,-7.9439292,110.2083682,"3645+C8H, Gupit, Karangsewu, Kabupaten Kulon Progo",Karangsewu,Kulon Progo,4.1,18,68000,1,0,0,0,0,0,1,0,1,0,1,0
S571,Lapangan Senden,-7.9169814,110.2358746,"36MP+685, Jl. Senden, Karang, Sidorejo, Kabupaten Kulon Progo",Sidorejo,Kulon Progo,5,1,84000,1,0,0,0,0,0,1,0,0,0,0,1
S464,Gaseta Stadium Sidorejo Lendah,-7.924855,110.2442136,"Gaseta Stadium, Ledok, Sidorejo, Kabupaten Kulon Progo",Sidorejo,Kulon Progo,5,3,85000,1,0,0,0,0,0,0,1,0,1,0,1
V651,Lapangan Bola Voli Klaprut Jurug,-7.9120008,110.2297491,"36QH+5VX, Jurug, Sidorejo, Kabupaten Kulon Progo",Sidorejo,Kulon Progo,5,2,85000,0,0,0,1,0,0,1,0,1,0,1,1
S997,Lapangan Sepak Takraw Pandowan,-7.9414889,110.214689,"3657+FVX, Padukuhan II, Pandowan, Kabupaten Kulon Progo",Pandowan,Kulon Progo,5,3,85000,1,0,0,0,0,0,0,0,0,0,1,0
S861,Lapangan Sewugalur,-7.9441001,110.2086333,"3645+9F2, Sewugalur, Karangsewu, Kabupaten Kulon Progo",Karangsewu,Kulon Progo,4.5,11,80000,1,0,0,0,0,0,0,0,1,0,1,1
V580,Lapangan Voli Lopati,-7.9306098,110.2555174,"3794+Q62, Jl. Kp. Bendo Lopati, Klurahan, Trimurti, Kabupaten Bantul",Trimurti,Bantul,0,0,30000,0,0,0,1,0,0,0,1,0,0,0,0
S690,Lapangan Gestrik,-7.8920012,110.2203949,"465C+55R, Pergiwatu Kulon, Srikayangan, Kabupaten Kulon Progo",Srikayangan,Kulon Progo,4.3,11,63000,1,0,0,0,0,0,1,1,1,1,1,1
V525,Lapangan Bola Volly Panjalu,-7.9086717,110.2065996,"Unnamed Rd,, Gegunung, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,4.2,13,63000,0,0,0,1,0,0,1,0,1,1,0,0
V207,Lapangan Volly Pak Sogi,-7.9167365,110.2065251,"36M4+8J2, Tempel, Bumirejo, Kabupaten Kulon Progo",Bumirejo,Kulon Progo,0,0,35000,0,0,0,1,0,0,1,0,0,0,1,0
V500,Lapangan Voli Pedukuhan Vii Cerme,-7.8980813,110.1690202,"4529+QJ6, Unnamed Road, Dusun VII, Cerme, Kabupaten Kulon Progo",Cerme,Kulon Progo,4,1,57000,0,0,0,1,0,0,1,0,0,1,1,1
V987,Lapangan Voli Pvg Wanagiri,-7.9138031,110.2176959,"36P9+F3G, Wanagiri, Jatirejo, Kabupaten Kulon Progo",Jatirejo,Kulon Progo,5,1,85000,0,0,0,1,0,0,1,1,0,0,1,0
S377,Lapangan Mbanyak Sukoreno,-7.8595352,110.2128423,"46R7+54P, Wora Wari, Sukoreno, Kabupaten Kulon Progo",Sukoreno,Kulon Progo,4.4,160,75000,1,0,0,0,0,0,0,0,0,1,0,0
S973,Lapangan Aero Kpac,-7.8687642,110.1947879,"45JV+FWV, Karangasem, Kedungsari, Kabupaten Kulon Progo",Kedungsari,Kulon Progo,4.5,49,80000,1,0,0,0,0,0,1,0,0,0,1,0
S155,Lapangan Desa Donomulyo,-7.8104459,110.1952562,"55QW+R4C, Bandung, Donomulyo, Kabupaten Kulon Progo",Donomulyo,Kulon Progo,5,1,82000,1,0,0,0,0,0,1,1,1,0,0,0
S763,Lapangan Puskesmas Donomulyo,-7.8107641,110.1948664,"55QV+MWX, Unnamed Road, Sorongaten, Donomulyo, Kabupaten Kulon Progo",Donomulyo,Kulon Progo,4.5,2,80000,1,0,0,0,0,0,1,1,0,0,0,1
S223,Lapangan Sepakbola Cemara Gading,-7.8549936,110.2490486,"46WX+2J3, Argodadi, Sedayu, Sungapan, Argodadi, Kabupaten Bantul",Argodadi,Bantul,4.5,19,71000,1,0,0,0,0,0,1,0,0,0,1,1
S784,Lapangan Wareng,-7.814126,110.1858233,"55PP+68M, Jl. Pengasih - Wates, Wareng, Donomulyo, Kabupaten Kulon Progo",Donomulyo,Kulon Progo,5,1,84000,1,0,0,0,0,0,0,1,1,1,0,1
S698,Lapangan Sawo Jajar,-7.8667655,110.2105603,"46M6+76V, Wora Wari, Sukoreno, Kabupaten Kulon Progo",Sukoreno,Kulon Progo,0,0,40000,1,0,0,0,0,0,1,0,1,0,1,0
S803,Lapangan Bola Rama,-7.8468447,110.2197435,"5639+7V9, Klebakan, Salamrejo, Kabupaten Kulon Progo",Salamrejo,Kulon Progo,4.5,2,80000,1,0,0,0,0,0,1,0,0,1,1,0
S539,Lapangan Mbendung,-7.7983622,110.2058936,"6624+M92, Plugon, Donomulyo, Kabupaten Kulon Progo",Donomulyo,Kulon Progo,0,0,35000,1,0,0,0,0,0,1,1,0,1,0,0
S333,Lapangan Sepak Bola Banguncipto,-7.8163219,110.2262733,"56MG+PCX, Bantarejo, Banguncipto, Kabupaten Kulon Progo",Banguncipto,Kulon Progo,4.4,5,80000,1,0,0,0,0,0,0,0,0,1,1,1
V806,Lapangan Voli Nevoba,-7.8337656,110.2310892,"568J+Q6C, Ngepek, Argodadi, Kabupaten Bantul",Argodadi,Bantul,5,1,82000,0,0,0,1,0,0,1,1,0,1,1,1
S758,Arena Olahraga Pb Kakang,-7.8348292,110.2288073,"Ngepek, Argodadi, Bantul Regency",Argodadi,Bantul,5,2,82000,1,0,0,0,0,0,0,1,1,1,0,1
V40,Lapangan Bola Volly Suren,-7.8447669,110.2056015,"5644+36X, Suren, Sukoreno, Kabupaten Kulon Progo",Sukoreno,Kulon Progo,4,5,57000,0,0,0,1,0,0,1,1,0,0,0,0
S117,Lapangan Sanur,-7.8172214,110.1489995,"54MX+4H9, Girinyono, Sendangsari, Kabupaten Kulon Progo",Sendangsari,Kulon Progo,3.7,11,42000,1,0,0,0,0,0,1,0,1,1,1,0
S29,Lapangan Pengasih,-7.8428913,110.1711301,"554C+RFR, Pengasih, Kabupaten Kulon Progo",Pengasih,Kulon Progo,4.3,612,68000,1,0,0,0,0,0,0,1,1,1,0,1
S26,Lapangan Padukuhan Ngruno,-7.8470467,110.1389144,"543Q+CJR, Ngruno, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,3,2,42000,1,0,0,0,0,0,0,0,0,1,1,1
S98,Lapangan Kemiri,-7.8606072,110.164611,"45Q7+QR5, Kemiri, Margosari, Kabupaten Kulon Progo",Margosari,Kulon Progo,4.2,6,68000,1,0,0,0,0,0,0,0,0,1,1,1
S27,Lapangan Home Kepek,-7.8336583,110.1783771,"558H+G9J, Kepek, Pengasih, Kabupaten Kulon Progo",Pengasih,Kulon Progo,4,74,57000,1,0,0,0,0,0,1,0,1,1,1,1
B259,Lapangan Bola Basket Sma Bopkri,-7.8580698,110.1611117,"45R6+QCH, Terbah, Wates, Kulon Progo Regency",Wates,Kulon Progo,3.7,3,55000,0,0,0,0,0,1,1,1,1,0,0,1
S786,Lapangan Banaran,-7.8294543,110.1448455,"54CV+6W9, Blumbang, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,4.4,23,71000,1,0,0,0,0,0,0,0,0,0,0,0
V768,Lapangan Voli Sarpon Pendem,-7.8020378,110.1643483,"55X8+325, Pendem, Sidomulyo, Kabupaten Kulon Progo",Sidomulyo,Kulon Progo,3.8,5,42000,0,0,0,1,0,0,0,1,0,0,0,0
V894,Lapangan Voli Suruhan,-7.8412535,110.1405744,"545R+F6W, Suruhan, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,2.5,2,42000,0,0,0,1,0,0,0,0,1,0,0,0
S539,Lapangan Sambiroto,-7.8145358,110.169211,"55P9+5MP, Sambiroto, Banyuroto, Kabupaten Kulon Progo",Banyuroto,Kulon Progo,4.3,8,57000,1,0,0,0,0,0,0,0,1,0,0,0
S985,Lapangan Krapyak,-7.8608769,110.1292917,"44QH+JPV, Sendang, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,0,0,40000,1,0,0,0,0,0,0,1,1,1,1,0
B789,Lapangan Bola Basket AlunAlun Wates,-7.8580459,110.1583745,"45R5+Q8Q, Terbah, Wates, Kulon Progo Regency",Wates,Kulon Progo,4.4,14,71000,0,0,0,0,0,1,1,0,1,0,0,1
S362,Lapangan Margosari,-7.8565599,110.1756962,"45VG+97G, Gn. Gondang, Margosari, Kabupaten Kulon Progo",Margosari,Kulon Progo,4.6,53,80000,1,0,0,0,0,0,0,1,0,1,0,1
S267,Lapangan Pantaran,-7.8104094,110.1083215,"54Q5+R8P, Sekendas, Hargotirto, Kabupaten Kulon Progo",Hargotirto,Kulon Progo,5,3,82000,1,0,0,0,0,0,0,0,1,0,0,0
S244,Lapangan Sabrang,-7.7957875,110.1173594,"6438+MWQ, Soropati, Rt 3, RW.2, Hargotirto, Kabupaten Kulon Progo",Hargotirto,Kulon Progo,4,8,63000,1,0,0,0,0,0,1,0,1,1,1,1
S712,Lapangan Anjir,-7.8507584,110.1226756,"Kuripan, Hargorejo, Kulon Progo Regency",Hargorejo,Kulon Progo,4.7,24,82000,1,0,0,0,0,0,1,0,1,1,0,1
S145,Lapangan Sidowayah,-7.812304,110.1164796,"54Q8+5JM, Jl. Lkr. Sermo, Sidowayah, Hargowilis, Kabupaten Kulon Progo",Hargowilis,Kulon Progo,0,0,40000,1,0,0,0,0,0,1,1,1,0,1,0
S773,Lapangan Pucung Asri,-7.8206971,110.1061563,"54H4+PFF, Unnamed Road, Tegiri 1, Hargowilis, Kabupaten Kulon Progo",Hargowilis,Kulon Progo,0,0,30000,1,0,0,0,0,0,1,0,1,1,0,0
S200,Lapangan Krengseng,-7.8631663,110.1202831,"Krengseng 101/027, Sindon, Hargorejo, Kabupaten Kulon Progo",Hargorejo,Kulon Progo,4.5,2,71000,1,0,0,0,0,0,0,0,0,0,0,1
S765,Lapangan Kordass,-7.8552799,110.1299132,"44VH+VXM, Sendang, Karangsari, Kabupaten Kulon Progo",Karangsari,Kulon Progo,5,3,82000,1,0,0,0,0,0,0,1,1,1,1,1
C814,Lapangan Bulutangkis Lor Batur,-7.8514949,110.063709,"43X7+CF4, Jl. Sangon, Kadigunung, Hargomulyo, Kulon Progo Regency",Hargomulyo,Kulon Progo,0,0,30000,0,1,0,0,0,0,1,1,1,1,0,0
S84,Lapangan Dusun Kalilo,-7.7504349,110.1222904,"Kalilo, RT 03, Kalilo, Tlogoguwo, Kabupaten Purworejo",Tlogoguwo,Purworejo,5,3,85000,1,0,0,0,0,0,0,1,1,1,0,1
V10,Lapangan Bola Volley  Gelora Bung Marno,-7.7527384,110.1572527,"65W4+WW2, Jl. Raya Kaligesing, Tompak, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,5,5,82000,0,0,0,1,0,0,1,0,1,1,0,1
S399,Lapangan Sribit,-7.7722365,110.1835266,"65HM+4C2, Nglengkong, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,0,0,35000,1,0,0,0,0,0,1,1,0,1,0,1
V516,Lapangan Bola Voli Joker Tunas Menoreh,-7.7430625,110.1451875,"Jonggrangan, Jatimulyo, Kulon Progo Regency",Jatimulyo,Kulon Progo,0,0,40000,0,0,0,1,0,0,0,0,1,1,1,1
S637,Lapangan Santren,-7.7449762,110.1518088,"7542+2P3, Gendu, Jatimulyo, Kabupaten Kulon Progo",Jatimulyo,Kulon Progo,4.3,3,63000,1,0,0,0,0,0,0,1,0,0,1,1
S75,Lapangan Desa Giripurwo,-7.7724497,110.1836815,"65HM+2FF, Nglengkong, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,4.4,7,75000,1,0,0,0,0,0,1,1,1,1,0,0
S347,Lapangan Cublak,-7.7522634,110.1233573,"64XF+38X, Kalilo, Tlogoguwo, Kabupaten Purworejo",Tlogoguwo,Purworejo,4.4,17,80000,1,0,0,0,0,0,0,0,0,0,0,0
S375,Lapangan Azzahra,-7.7530238,110.1306864,"64WJ+Q7V, Sokomoyo, Jatimulyo, Kabupaten Kulon Progo",Jatimulyo,Kulon Progo,4.5,2,71000,1,0,0,0,0,0,0,0,1,0,0,1
V909,Lap Volly Gebang  Kebonharjo,-7.7080038,110.1538879,"75R3+QHR, Gebang, Kebonharjo, Kabupaten Kulon Progo",Kebonharjo,Kulon Progo,5,1,84000,0,0,0,1,0,0,0,1,0,1,0,0
S416,Lapangan Pendoworejo Utama Lpu,-7.7494984,110.1853998,"Jl. Kluwih No.km 0, Turusan, Pendoworejo, Kabupaten Kulon Progo",Pendoworejo,Kulon Progo,4.1,13,68000,1,0,0,0,0,0,0,0,1,0,0,1
S606,Lapangan Pule Lapangan Istiqomah,-7.7771533,110.1685277,"65F9+4CJ, Penggung, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,4.3,8,68000,1,0,0,0,0,0,1,0,1,0,0,0
V441,Lapangan Bola Voli Bvb,-7.7430953,110.1627404,"7547+Q39, Bulu, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,3,2,42000,0,0,0,1,0,0,1,0,1,0,0,1
V76,Lapangan Bola Voli Penggung,-7.7327524,110.1722204,"758C+VVX, Penggung, Purwosari, Kabupaten Kulon Progo",Purwosari,Kulon Progo,5,1,85000,0,0,0,1,0,0,0,0,1,0,0,0
S573,Lapangan Dusun Balak,-7.7396514,110.1859362,"756P+49M, Balak, Pendoworejo, Kabupaten Kulon Progo",Pendoworejo,Kulon Progo,0,0,35000,1,0,0,0,0,0,0,0,1,1,1,1
V6,Lapangan Bola Volly Damput,-7.769567,110.150032,"65J2+52F, Unnamed Road, Talu Nombo, Sidomulyo, Kabupaten Kulon Progo",Sidomulyo,Kulon Progo,0,0,35000,0,0,0,1,0,0,0,0,1,0,1,1
S899,Lapangan Lambau,-7.7432996,110.1707856,"banaran rt 44, Banaran, Pendoworejo, Kabupaten Kulon Progo",Pendoworejo,Kulon Progo,4.3,3,68000,1,0,0,0,0,0,1,0,1,1,0,1
S380,Lapangan Gelora Djuri,-7.7761473,110.1743188,"Jl. Pringapus, Sabrang, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,4,2,63000,1,0,0,0,0,0,1,1,0,1,0,1
S332,Lapangan Sebantung,-7.7714442,110.1223364,"64HC+CWG, Unnamed Road, Kembang, Jatimulyo, Kabupaten Kulon Progo",Jatimulyo,Kulon Progo,0,0,35000,1,0,0,0,0,0,1,1,1,1,1,1
S410,Lapangan,-7.740776,110.1566391,"7554+MMJ, Bulu, Giripurwo, Kabupaten Kulon Progo",Giripurwo,Kulon Progo,4,1,63000,1,0,0,0,0,0,0,0,0,1,1,1
S220,Lapangan Desa Wijimulyo,-7.7822149,110.2182773,"6699+486, Cepitan, Popikan, Wijimulyo, Kulon Progo Regency",Wijimulyo,Kulon Progo,4.2,76,68000,1,0,0,0,0,0,0,1,1,0,0,1
S136,Lapangan Bola Volly Soronanggan,-7.7696008,110.2160293,"66J8+5C2, Janti 12, Jati Sarono, Kabupaten Kulon Progo",Jati Sarono,Kulon Progo,4.3,14,63000,1,0,0,0,0,0,1,0,0,0,1,0
S776,Lapangan Sumberarum Setran,-7.7671106,110.2332973,"66MM+583, Area Sawah, Sumberarum, Kabupaten Sleman",Sumberarum,Sleman,4.3,161,57000,1,0,0,0,0,0,0,0,0,0,1,1
V217,Lapangan Bola Voly Ds Tawang,-7.8000257,110.1780995,"Gayam, Banyuroto, Kulon Progo Regency",Banyuroto,Kulon Progo,4.4,10,75000,0,0,0,1,0,0,1,1,1,1,1,0
V652,Lapangan Bola Volly,-7.7617492,110.2290749,"66QH+8J4, bandelan, Jitar Dukuh, RT.02/RW.011, Trukan Dukuh, Sumberarum, Kabupaten Sleman",Sumberarum,Sleman,3,2,55000,0,0,0,1,0,0,0,1,1,0,0,0
S262,Lapangan Jatisarono,-7.7616649,110.2110652,"66Q6+8CP, Nanggulan, Jati Sarono, Kabupaten Kulon Progo",Jati Sarono,Kulon Progo,4.1,63,68000,1,0,0,0,0,0,1,1,0,1,1,1
S33,Lapangan Tanjungharjo,-7.7830221,110.1987964,"658X+QGV, Tj. Gn., Tanjungharjo, Kabupaten Kulon Progo",Tanjungharjo,Kulon Progo,4.8,5,82000,1,0,0,0,0,0,0,0,1,1,0,1
V702,Lapangan Voli Barasesa Sejati Desa,-7.7737772,110.2242576,"Sejati, Jitar Dukuh, Sumberarum, Kabupaten Sleman",Sumberarum,Sleman,0,0,35000,0,0,0,1,0,0,0,0,1,1,0,1
V901,Lapangan Voli Sejati Pasar,-7.7709818,110.2260272,"66HG+JC2, Jitar, Sumberarum, Kabupaten Sleman",Sumberarum,Sleman,5,1,82000,0,0,0,1,0,0,1,0,0,0,0,0
V913,Lapangan Volli Krinjing Jetis,-7.7725082,110.2156809,"Krinjing Rt 70, Krinjing, Wijimulyo, Kulon Progo Regency",Wijimulyo,Kulon Progo,5,1,84000,0,0,0,1,0,0,0,1,0,0,0,0
V870,Lapangan Voli Sokorojo,-7.7875694,110.2144324,"6667+XQF, Unnamed Road, Sukargo, Wijimulyo, Kabupaten Kulon Progo",Wijimulyo,Kulon Progo,4.3,7,57000,0,0,0,1,0,0,0,1,1,0,1,0
B836,Lapangan Basket Smp N  Nanggulan,-7.7614383,110.2104956,"66Q6+C5H, Nanggulan, Jati Sarono, Kabupaten Kulon Progo",Jati Sarono,Kulon Progo,5,2,82000,0,0,0,0,0,1,1,0,1,0,1,1
V264,Lapangan Volly Klajuran,-7.7687517,110.1998881,"65JX+FXR, Klajuran, Tanjungharjo, Kabupaten Kulon Progo",Tanjungharjo,Kulon Progo,5,1,84000,0,0,0,1,0,0,0,0,0,1,1,1
S188,Lapangan Dekso,-7.7164816,110.2241359,"76MF+CM2, Sayangan, Kagungan, Kabupaten Kulon Progo",Kagungan,Kulon Progo,4.3,341,57000,1,0,0,0,0,0,0,0,1,1,1,0
S32,Lapangan Kebonagung,-7.7264544,110.234104,"Kliran, Sendangagung, Sleman Regency",Sendangagung,Sleman,4.3,133,57000,1,0,0,0,0,0,0,1,1,0,1,0
S641,Lapangan Voli Kliran X Rw,-7.7270474,110.2290279,"76FH+9RJ, Kliran, Sendangagung, Kabupaten Sleman",Sendangagung,Sleman,1,1,50000,1,0,0,0,0,0,0,1,0,1,1,1
